name,printed_name,mana_cost,cmc,type_line,printed_type_line,oracle_text,printed_text,power,toughness,loyalty,colors
Crookclaw Elder,Crookclaw Elder,5U,6.0,Creature — Bird Wizard,Creature — Bird Wizard,"Flying
Tap two untapped Birds you control: Draw a card.
Tap two untapped Wizards you control: Target creature gains flying until end of turn.","Flying
Tap two untapped Birds you control: Draw a card.
Tap two untapped Wizards you control: Target creature gains flying until end of turn.",3,2,,U
Clockwork Avian,Clockwork Avian,5,5.0,Artifact Creature — Bird,Artifact Creature — Bird,"Flying
This creature enters with four +1/+0 counters on it.
At end of combat, if this creature attacked or blocked this combat, remove a +1/+0 counter from it.
{X}, {T}: Put up to X +1/+0 counters on this creature. This ability can't cause the total number of +1/+0 counters on this creature to be greater than four. Activate only during your upkeep.","Flying
This creature enters with four +1/+0 counters on it.
At end of combat, if this creature attacked or blocked this combat, remove a +1/+0 counter from it.
{X}, {T}: Put up to X +1/+0 counters on this creature. This ability can't cause the total number of +1/+0 counters on this creature to be greater than four. Activate only during your upkeep.",0,4,,N
Sleeping Potion,Sleeping Potion,1U,2.0,Enchantment — Aura,Enchantment — Aura,"Enchant creature
When this Aura enters, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.
When enchanted creature becomes the target of a spell or ability, sacrifice this Aura.","Enchant creature
When this Aura enters, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.
When enchanted creature becomes the target of a spell or ability, sacrifice this Aura.",,,,U
Lightbringer,Lightbringer,2W,3.0,Creature — Kor Rebel,Creature — Kor Rebel,"{T}, Sacrifice this creature: Exile target black creature.","{T}, Sacrifice this creature: Exile target black creature.",2,2,,W
Windscouter,Windscouter,3U,4.0,Creature — Human Scout,Creature — Human Scout,"Flying
When this creature attacks or blocks, return it to its owner's hand at end of combat. (Return it only if it's on the battlefield.)","Flying
When this creature attacks or blocks, return it to its owner's hand at end of combat. (Return it only if it's on the battlefield.)",3,3,,U
Wall of Dust,Wall of Dust,2R,3.0,Creature — Wall,Creature — Wall,"Defender (This creature can't attack.)
Whenever this creature blocks a creature, that creature can't attack during its controller's next turn.","Defender (This creature can't attack.)
Whenever this creature blocks a creature, that creature can't attack during its controller's next turn.",1,4,,R
Cave Sense,Cave Sense,1R,2.0,Enchantment — Aura,Enchantment — Aura,"Enchant creature
Enchanted creature gets +1/+1 and has mountainwalk. (It can't be blocked as long as defending player controls a Mountain.)","Enchant creature
Enchanted creature gets +1/+1 and has mountainwalk. (It can't be blocked as long as defending player controls a Mountain.)",,,,R
Skull of Ramos,Skull of Ramos,3,3.0,Artifact,Artifact,"{T}: Add {B}.
Sacrifice this artifact: Add {B}.","{T}: Add {B}.
Sacrifice this artifact: Add {B}.",,,,N
Ray of Revelation,Ray of Revelation,1W,2.0,Instant,Instant,"Destroy target enchantment.
Flashback {G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)","Destroy target enchantment.
Flashback {G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,W
Nostalgic Dreams,Nostalgic Dreams,GG,2.0,Sorcery,Sorcery,"As an additional cost to cast this spell, discard X cards.
Return X target cards from your graveyard to your hand. Exile Nostalgic Dreams.","As an additional cost to cast this spell, discard X cards.
Return X target cards from your graveyard to your hand. Exile Nostalgic Dreams.",,,,G
Polluted Mire,Polluted Mire,,0.0,Land,Land,"This land enters tapped.
{T}: Add {B}.
Cycling {2} ({2}, Discard this card: Draw a card.)","This land enters tapped.
{T}: Add {B}.
Cycling {2} ({2}, Discard this card: Draw a card.)",,,,L
Invigorating Falls,Invigorating Falls,2GG,4.0,Sorcery,Sorcery,You gain life equal to the number of creature cards in all graveyards.,You gain life equal to the number of creature cards in all graveyards.,,,,G
Cephalid Shrine,Cephalid Shrine,1UU,3.0,Enchantment,Enchantment,"Whenever a player casts a spell, counter that spell unless that player pays {X}, where X is the number of cards in all graveyards with the same name as the spell.","Whenever a player casts a spell, counter that spell unless that player pays {X}, where X is the number of cards in all graveyards with the same name as the spell.",,,,U
Ramosian Sky Marshal,Ramosian Sky Marshal,3WW,5.0,Creature — Human Rebel,Creature — Human Rebel,"Flying
{7}, {T}: Search your library for a Rebel permanent card with mana value 6 or less, put it onto the battlefield, then shuffle.","Flying
{7}, {T}: Search your library for a Rebel permanent card with mana value 6 or less, put it onto the battlefield, then shuffle.",3,3,,W
Altar of Dementia,Altar of Dementia,2,2.0,Artifact,Artifact,Sacrifice a creature: Target player mills cards equal to the sacrificed creature's power.,Sacrifice a creature: Target player mills cards equal to the sacrificed creature's power.,,,,N
Mana Cache,Mana Cache,1RR,3.0,Enchantment,Enchantment,"At the beginning of each player's end step, put a charge counter on this enchantment for each untapped land that player controls.
Remove a charge counter from this enchantment: Add {C}. Any player may activate this ability but only during their turn before the end step.","At the beginning of each player's end step, put a charge counter on this enchantment for each untapped land that player controls.
Remove a charge counter from this enchantment: Add {C}. Any player may activate this ability but only during their turn before the end step.",,,,R
Dark Supplicant,Dark Supplicant,B,1.0,Creature — Human Cleric,Creature — Human Cleric,"{T}, Sacrifice three Clerics: Search your graveyard, hand, and/or library for a card named Scion of Darkness and put it onto the battlefield. If you search your library this way, shuffle.","{T}, Sacrifice three Clerics: Search your graveyard, hand, and/or library for a card named Scion of Darkness and put it onto the battlefield. If you search your library this way, shuffle.",1,1,,B
Swords to Plowshares,Swords to Plowshares,W,1.0,Instant,Instant,Exile target creature. Its controller gains life equal to its power.,Exile target creature. Its controller gains life equal to its power.,,,,W
Vampire Hounds,Vampire Hounds,2B,3.0,Creature — Vampire Dog,Creature — Vampire Dog,Discard a creature card: This creature gets +2/+2 until end of turn.,Discard a creature card: This creature gets +2/+2 until end of turn.,2,2,,B
Surprise Deployment,Surprise Deployment,3W,4.0,Instant,Instant,"Cast this spell only during combat.
You may put a nonwhite creature card from your hand onto the battlefield. At the beginning of the next end step, return that creature to your hand. (Return it only if it's on the battlefield.)","Cast this spell only during combat.
You may put a nonwhite creature card from your hand onto the battlefield. At the beginning of the next end step, return that creature to your hand. (Return it only if it's on the battlefield.)",,,,W
Nim Shrieker,Nim Shrieker,3B,4.0,Creature — Zombie,Creature — Zombie,"Flying
This creature gets +1/+0 for each artifact you control.","Flying
This creature gets +1/+0 for each artifact you control.",0,1,,B
Bloated Toad,Bloated Toad,2G,3.0,Creature — Frog,Creature — Frog,"Protection from blue
Cycling {2} ({2}, Discard this card: Draw a card.)","Protection from blue
Cycling {2} ({2}, Discard this card: Draw a card.)",2,2,,G
Lizard Warrior,Lizard Warrior,3R,4.0,Creature — Lizard Warrior,Creature — Lizard Warrior,,,4,2,,R
Defense Grid,Defense Grid,2,2.0,Artifact,Artifact,Each spell costs {3} more to cast except during its controller's turn.,Each spell costs {3} more to cast except during its controller's turn.,,,,N
Recycle,Recycle,4GG,6.0,Enchantment,Enchantment,"Skip your draw step.
Whenever you play a card, draw a card.
Your maximum hand size is two.","Skip your draw step.
Whenever you play a card, draw a card.
Your maximum hand size is two.",,,,G
Cruel Revival,Cruel Revival,4B,5.0,Instant,Instant,Destroy target non-Zombie creature. It can't be regenerated. Return up to one target Zombie card from your graveyard to your hand.,Destroy target non-Zombie creature. It can't be regenerated. Return up to one target Zombie card from your graveyard to your hand.,,,,B
Veiled Apparition,Veiled Apparition,1U,2.0,Enchantment,Enchantment,"When an opponent casts a spell, if this permanent is an enchantment, it becomes a 3/3 Illusion creature with flying and ""At the beginning of your upkeep, sacrifice this creature unless you pay {1}{U}.""","When an opponent casts a spell, if this permanent is an enchantment, it becomes a 3/3 Illusion creature with flying and ""At the beginning of your upkeep, sacrifice this creature unless you pay {1}{U}.""",,,,U
Duskrider Falcon,Duskrider Falcon,1W,2.0,Creature — Bird,Creature — Bird,"Flying, protection from black","Flying, protection from black",1,1,,W
Ghoul's Feast,Ghoul's Feast,1B,2.0,Instant,Instant,"Target creature gets +X/+0 until end of turn, where X is the number of creature cards in your graveyard.","Target creature gets +X/+0 until end of turn, where X is the number of creature cards in your graveyard.",,,,B
Bog Gnarr,Bog Gnarr,4G,5.0,Creature — Beast,Creature — Beast,"Whenever a player casts a black spell, this creature gets +2/+2 until end of turn.","Whenever a player casts a black spell, this creature gets +2/+2 until end of turn.",2,2,,G
Rib Cage Spider,Rib Cage Spider,2G,3.0,Creature — Spider,Creature — Spider,Reach (This creature can block creatures with flying.),Reach (This creature can block creatures with flying.),1,4,,G
Mistmoon Griffin,Mistmoon Griffin,3W,4.0,Creature — Griffin,Creature — Griffin,"Flying
When this creature dies, exile it, then return the top creature card of your graveyard to the battlefield.","Flying
When this creature dies, exile it, then return the top creature card of your graveyard to the battlefield.",2,2,,W
Circular Logic,Circular Logic,2U,3.0,Instant,Instant,"Counter target spell unless its controller pays {1} for each card in your graveyard.
Madness {U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)","Counter target spell unless its controller pays {1} for each card in your graveyard.
Madness {U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",,,,U
Fallow Earth,Fallow Earth,2G,3.0,Sorcery,Sorcery,Put target land on top of its owner's library.,Put target land on top of its owner's library.,,,,G
Sindbad,Sindbad,1U,2.0,Creature — Human,Creature — Human,"{T}: Draw a card and reveal it. If it isn't a land card, discard it.","{T}: Draw a card and reveal it. If it isn't a land card, discard it.",1,1,,U
Pincer Spider,Pincer Spider,2G,3.0,Creature — Spider,Creature — Spider,"Kicker {3} (You may pay an additional {3} as you cast this spell.)
Reach (This creature can block creatures with flying.)
If this creature was kicked, it enters with a +1/+1 counter on it.","Kicker {3} (You may pay an additional {3} as you cast this spell.)
Reach (This creature can block creatures with flying.)
If this creature was kicked, it enters with a +1/+1 counter on it.",2,3,,G
